ID_Dev;SKU;Quantidade Devolvida;ID_Loja;Data da Devolução;ID_Código Cliente
696;HL1023;3;16;7/29/2019;172
697;HL1022;2;9;7/30/2019;613
698;HL1005;2;2;7/30/2019;678
699;HL1014;3;3;7/31/2019;639
700;HL1002;1;13;7/31/2019;470
701;HL1023;3;7;7/31/2019;804
702;HL1018;2;12;08/01/2019;479
703;HL1008;1;8;08/01/2019;536
704;HL1004;2;5;08/03/2019;287
705;HL1014;3;17;08/03/2019;753
706;HL1024;2;5;08/04/2019;341
707;HL1018;1;3;08/04/2019;807
708;HL1018;3;2;08/04/2019;765
709;HL1016;3;1;08/06/2019;632
710;HL1008;2;9;08/08/2019;736
711;HL1001;2;6;08/09/2019;179
712;HL1022;2;6;08/09/2019;63
713;HL1010;1;7;08/09/2019;559
714;HL1019;1;7;08/10/2019;435
715;HL1017;2;11;8/13/2019;314
716;HL1018;2;13;8/15/2019;499
717;HL1003;3;17;8/15/2019;370
718;HL1007;1;4;8/16/2019;729
719;HL1013;2;3;8/18/2019;212
720;HL1004;2;7;8/18/2019;796
721;HL1012;2;16;8/22/2019;463
722;HL1007;3;7;8/22/2019;366
723;HL1015;2;4;8/22/2019;53
724;HL1020;2;9;8/23/2019;171
725;HL1015;1;9;8/23/2019;288
726;HL1021;2;6;8/24/2019;18
727;HL1002;3;8;8/24/2019;719
728;HL1005;2;9;8/24/2019;506
729;HL1007;2;15;8/25/2019;669
730;HL1012;1;3;8/25/2019;804
731;HL1007;1;3;8/25/2019;271
732;HL1018;3;5;8/26/2019;339
733;HL1013;2;7;8/26/2019;752
734;HL1017;2;12;8/28/2019;591
735;HL1003;3;13;8/29/2019;70
736;HL1021;3;11;09/01/2019;85
737;HL1023;2;4;09/02/2019;397
738;HL1016;3;7;09/03/2019;395
739;HL1019;2;3;09/04/2019;656
740;HL1021;3;17;09/06/2019;280
741;HL1009;2;2;09/07/2019;415
742;HL1024;3;15;09/07/2019;731
743;HL1020;1;7;09/07/2019;533
744;HL1003;1;5;09/07/2019;90
745;HL1008;1;8;09/07/2019;749
746;HL1002;2;8;09/09/2019;124
747;HL1023;1;5;09/10/2019;718
748;HL1014;3;16;09/11/2019;499
749;HL1022;2;1;09/12/2019;176
750;HL1003;3;17;09/12/2019;32
751;HL1017;2;1;09/12/2019;109
752;HL1021;1;3;9/13/2019;735
753;HL1012;3;2;9/14/2019;378
754;HL1010;3;5;9/15/2019;184
755;HL1019;2;16;9/15/2019;490
756;HL1018;1;1;9/16/2019;126
757;HL1024;2;5;9/16/2019;159
758;HL1008;3;13;9/16/2019;539
759;HL1021;1;10;9/17/2019;503
760;HL1008;2;8;9/17/2019;641
761;HL1018;1;16;9/18/2019;46
762;HL1003;1;6;9/18/2019;231
763;HL1006;2;6;9/18/2019;175
764;HL1003;3;1;9/18/2019;683
765;HL1019;3;4;9/18/2019;563
766;HL1013;3;11;9/19/2019;570
767;HL1015;1;10;9/20/2019;455
768;HL1024;3;4;9/21/2019;385
769;HL1001;3;8;9/21/2019;483
770;HL1014;1;12;9/22/2019;806
771;HL1012;2;10;9/22/2019;170
772;HL1011;1;16;9/23/2019;34
773;HL1009;2;17;9/23/2019;782
774;HL1011;3;12;9/27/2019;239
775;HL1001;1;2;9/27/2019;789
776;HL1014;3;9;9/29/2019;690
777;HL1009;2;2;9/29/2019;394
778;HL1012;3;3;10/04/2019;646
779;HL1024;3;11;10/04/2019;621
780;HL1013;2;14;10/05/2019;696
781;HL1004;2;8;10/05/2019;445
782;HL1005;3;14;10/06/2019;170
783;HL1021;3;8;10/07/2019;542
784;HL1016;3;5;10/07/2019;703
785;HL1017;2;13;10/07/2019;577
786;HL1018;3;12;10/08/2019;809
787;HL1020;3;15;10/11/2019;143
788;HL1004;2;10;10/12/2019;559
789;HL1012;1;12;10/12/2019;470
790;HL1017;2;12;10/13/2019;406
791;HL1016;2;2;10/13/2019;46
792;HL1004;1;6;10/15/2019;603
793;HL1002;1;12;10/17/2019;47
794;HL1018;1;17;10/17/2019;685
795;HL1010;1;10;10/17/2019;817
796;HL1012;2;8;10/17/2019;46
797;HL1022;3;9;10/18/2019;26
798;HL1015;1;10;10/18/2019;470
799;HL1016;1;9;10/19/2019;685
800;HL1015;2;6;10/19/2019;597
801;HL1009;2;6;10/20/2019;609
802;HL1018;1;4;10/21/2019;163
803;HL1006;1;5;10/21/2019;687
804;HL1014;2;11;10/23/2019;196
805;HL1010;2;15;10/23/2019;787
806;HL1007;1;11;10/23/2019;169
807;HL1014;2;13;10/26/2019;364
808;HL1022;1;3;10/27/2019;560
809;HL1009;3;2;10/29/2019;315
810;HL1004;2;10;10/29/2019;187
811;HL1013;1;5;10/29/2019;465
812;HL1011;3;8;10/30/2019;699
813;HL1001;2;10;10/31/2019;368
814;HL1018;3;2;11/02/2019;545
815;HL1001;2;2;11/02/2019;759
816;HL1016;2;12;11/02/2019;663
817;HL1004;3;4;11/03/2019;598
818;HL1012;3;5;11/03/2019;326
819;HL1021;1;13;11/04/2019;16
820;HL1014;2;5;11/04/2019;277
821;HL1003;3;5;11/04/2019;616
822;HL1015;2;2;11/04/2019;473
823;HL1002;2;16;11/05/2019;620
824;HL1004;3;16;11/06/2019;459
825;HL1022;1;12;11/06/2019;595
826;HL1016;1;16;11/07/2019;157
827;HL1023;3;2;11/09/2019;5
828;HL1007;1;2;11/11/2019;581
829;HL1012;2;15;11/12/2019;136
830;HL1010;2;6;11/13/2019;79
831;HL1016;3;8;11/13/2019;372
832;HL1024;3;15;11/14/2019;465
833;HL1016;1;16;11/15/2019;23
834;HL1018;2;5;11/16/2019;63
835;HL1007;3;10;11/16/2019;270
836;HL1017;3;17;11/19/2019;260
837;HL1002;2;2;11/21/2019;594
838;HL1023;2;8;11/23/2019;5
839;HL1021;2;3;11/23/2019;331
840;HL1002;3;4;11/24/2019;663
841;HL1002;3;12;11/24/2019;250
842;HL1016;2;17;11/25/2019;83
843;HL1003;3;10;11/25/2019;54
844;HL1004;1;7;11/25/2019;768
845;HL1014;3;8;11/28/2019;340
846;HL1005;2;9;11/28/2019;37
847;HL1011;1;17;11/28/2019;66
848;HL1001;2;12;11/30/2019;193
849;HL1014;1;12;12/03/2019;362
850;HL1009;3;3;12/04/2019;152
851;HL1016;1;12;12/05/2019;446
852;HL1019;3;16;12/06/2019;42
853;HL1013;1;11;12/09/2019;566
854;HL1012;1;6;12/09/2019;811
855;HL1014;3;12;12/10/2019;599
856;HL1002;2;11;12/10/2019;225
857;HL1017;1;4;12/11/2019;278
858;HL1013;2;2;12/12/2019;113
859;HL1023;3;5;12/12/2019;694
860;HL1018;3;2;12/13/2019;197
861;HL1003;1;4;12/13/2019;47
862;HL1015;2;10;12/14/2019;630
863;HL1007;2;10;12/16/2019;431
864;HL1015;3;2;12/17/2019;766
865;HL1020;2;1;12/17/2019;809
866;HL1007;1;16;12/18/2019;88
867;HL1014;3;11;12/19/2019;238
868;HL1019;1;16;12/19/2019;493
869;HL1022;1;15;12/21/2019;703
870;HL1021;3;4;12/21/2019;315
871;HL1004;1;12;12/21/2019;395
872;HL1010;3;17;12/22/2019;113
873;HL1019;1;13;12/22/2019;423
874;HL1012;2;8;12/23/2019;265
875;HL1015;1;14;12/23/2019;235
876;HL1015;3;13;12/25/2019;123
877;HL1003;1;10;12/27/2019;404
878;HL1018;2;3;12/28/2019;753
879;HL1012;2;2;12/28/2019;493
880;HL1013;2;15;12/28/2019;35
881;HL1005;1;10;12/30/2019;609
882;HL1020;3;3;12/31/2019;624
883;HL1016;2;6;12/31/2019;384
884;HL1007;1;7;01/01/2020;357
885;HL1017;3;9;01/01/2020;749
886;HL1006;1;3;01/01/2020;724
887;HL1018;1;7;01/03/2020;796
888;HL1017;2;1;01/03/2020;743
889;HL1011;3;9;01/03/2020;209
890;HL1010;1;14;01/04/2020;12
891;HL1017;3;14;01/07/2020;320
892;HL1009;1;3;01/10/2020;377
893;HL1015;1;5;01/12/2020;744
894;HL1008;2;14;01/12/2020;314
895;HL1018;3;7;1/13/2020;30
896;HL1022;2;13;1/19/2020;337
897;HL1008;2;16;1/20/2020;495
898;HL1014;1;3;1/20/2020;655
899;HL1013;2;10;1/22/2020;438
900;HL1007;3;4;1/27/2020;114
901;HL1022;1;14;1/28/2020;187
902;HL1007;2;13;1/28/2020;444
903;HL1014;3;16;1/29/2020;593
904;HL1013;2;10;1/31/2020;355
905;HL1004;3;3;1/31/2020;441
906;HL1005;2;6;02/03/2020;771
907;HL1012;1;3;02/03/2020;113
908;HL1015;3;11;02/04/2020;227
909;HL1014;3;15;02/04/2020;624
910;HL1006;1;9;02/05/2020;677
911;HL1003;3;13;02/05/2020;199
912;HL1007;2;17;02/08/2020;29
913;HL1006;2;10;02/09/2020;221
914;HL1012;3;5;02/09/2020;534
915;HL1002;2;14;02/09/2020;146
916;HL1006;2;3;02/10/2020;459
917;HL1007;3;10;02/11/2020;539
918;HL1005;2;9;02/12/2020;430
919;HL1004;3;9;02/12/2020;385
920;HL1018;3;8;2/14/2020;723
921;HL1010;1;4;2/16/2020;380
922;HL1020;1;6;2/16/2020;636
923;HL1009;2;11;2/17/2020;265
924;HL1019;2;4;2/20/2020;625
925;HL1021;1;10;2/21/2020;495
926;HL1009;2;11;2/23/2020;717
927;HL1024;3;3;2/23/2020;33
928;HL1015;1;11;2/23/2020;718
929;HL1011;1;12;2/24/2020;756
930;HL1016;1;16;2/26/2020;448
931;HL1010;2;3;2/26/2020;640
932;HL1021;2;5;2/28/2020;80
933;HL1008;2;8;2/28/2020;214
934;HL1009;3;1;03/01/2020;626
935;HL1017;2;8;03/03/2020;234
936;HL1013;3;16;03/04/2020;260
937;HL1008;1;4;03/07/2020;163
938;HL1014;1;7;03/08/2020;228
939;HL1006;2;8;03/10/2020;509
940;HL1008;2;12;03/11/2020;483
941;HL1018;2;11;03/11/2020;711
942;HL1011;3;14;3/13/2020;260
943;HL1022;3;12;3/13/2020;483
944;HL1014;3;10;3/15/2020;468
945;HL1016;3;13;3/19/2020;314
946;HL1013;2;7;3/19/2020;389
947;HL1009;1;10;3/19/2020;73
948;HL1024;3;6;3/20/2020;671
949;HL1022;3;5;3/20/2020;304
950;HL1008;2;11;3/20/2020;508
951;HL1021;2;4;3/21/2020;638
952;HL1018;1;17;3/21/2020;197
953;HL1023;3;9;3/21/2020;271
954;HL1019;3;13;3/22/2020;200
955;HL1023;2;10;3/23/2020;475
956;HL1010;1;4;3/25/2020;107
957;HL1022;3;11;3/26/2020;77
958;HL1008;3;14;3/27/2020;580
959;HL1020;1;16;3/28/2020;170
960;HL1004;2;7;3/29/2020;361
961;HL1014;1;3;3/31/2020;720
962;HL1016;1;14;3/31/2020;192
963;HL1022;2;5;04/01/2020;336
964;HL1008;2;5;04/01/2020;50
965;HL1011;2;1;04/01/2020;740
966;HL1008;1;12;04/02/2020;349
967;HL1005;2;8;04/03/2020;492
968;HL1004;1;3;04/03/2020;682
969;HL1024;3;2;04/03/2020;38
970;HL1023;3;3;04/03/2020;690
971;HL1015;1;10;04/05/2020;54
972;HL1012;1;12;04/06/2020;186
973;HL1011;2;15;04/06/2020;715
974;HL1022;2;15;04/06/2020;816
975;HL1006;2;5;04/07/2020;467
976;HL1024;3;14;04/08/2020;411
977;HL1012;2;17;04/08/2020;83
978;HL1011;3;10;04/09/2020;165
979;HL1013;2;13;04/10/2020;302
980;HL1002;3;17;04/10/2020;492
981;HL1023;3;16;04/12/2020;579
982;HL1002;1;8;04/12/2020;207
983;HL1019;2;2;04/12/2020;306
984;HL1014;3;6;4/13/2020;380
985;HL1002;1;17;4/13/2020;715
986;HL1020;3;10;4/16/2020;133
987;HL1015;2;7;4/17/2020;820
988;HL1007;2;8;4/17/2020;700
989;HL1006;3;10;4/17/2020;541
990;HL1002;1;2;4/17/2020;21
991;HL1003;1;6;4/17/2020;439
992;HL1008;1;9;4/22/2020;447
993;HL1005;3;10;4/23/2020;583
994;HL1015;3;16;4/25/2020;20
995;HL1013;1;1;4/26/2020;522
996;HL1016;1;10;4/26/2020;522
997;HL1016;2;5;4/27/2020;60
998;HL1015;2;2;4/28/2020;609
999;HL1024;1;15;05/01/2020;292
1000;HL1013;2;16;05/03/2020;141
1001;HL1014;1;15;05/05/2020;313
1002;HL1012;3;15;05/08/2020;526
1003;HL1008;2;17;05/09/2020;31
1004;HL1023;2;5;05/12/2020;157
1005;HL1007;2;13;05/12/2020;26
1006;HL1021;2;1;5/13/2020;785
1007;HL1002;2;14;5/14/2020;217
1008;HL1021;2;10;5/14/2020;316
1009;HL1019;1;2;5/15/2020;633
1010;HL1009;3;13;5/16/2020;34
1011;HL1008;3;15;5/17/2020;169
1012;HL1016;2;8;5/19/2020;776
1013;HL1016;2;11;5/20/2020;441
1014;HL1023;3;3;5/23/2020;149
1015;HL1019;3;15;5/24/2020;21
1016;HL1018;1;17;5/26/2020;803
1017;HL1017;1;13;5/27/2020;286
1018;HL1011;2;16;5/28/2020;731
1019;HL1022;3;14;5/28/2020;564
1020;HL1023;1;16;5/30/2020;131
1021;HL1014;3;5;5/31/2020;422
1022;HL1022;2;8;5/31/2020;105
1023;HL1004;3;1;06/02/2020;688
1024;HL1003;2;8;06/02/2020;561
1025;HL1014;2;1;06/04/2020;555
1026;HL1016;1;6;06/04/2020;619
1027;HL1011;1;16;06/06/2020;223
1028;HL1020;3;4;06/06/2020;519
1029;HL1021;1;8;06/07/2020;238
1030;HL1010;2;2;06/08/2020;224
1031;HL1003;1;14;06/08/2020;489
1032;HL1007;3;10;06/08/2020;573
1033;HL1015;1;16;06/10/2020;335
1034;HL1013;2;11;06/11/2020;144
1035;HL1009;1;13;6/13/2020;73
1036;HL1017;1;5;6/13/2020;446
1037;HL1004;1;5;6/14/2020;798
1038;HL1004;2;12;6/16/2020;122
1039;HL1021;1;9;6/16/2020;243
1040;HL1008;1;4;6/16/2020;387
1041;HL1011;3;6;6/16/2020;755
1042;HL1016;2;2;6/16/2020;58
1043;HL1011;1;5;6/17/2020;544
1044;HL1004;3;1;6/17/2020;45
1045;HL1004;2;16;6/18/2020;741
1046;HL1016;1;15;6/19/2020;566
1047;HL1005;3;8;6/21/2020;763
1048;HL1022;3;4;6/21/2020;147
1049;HL1015;1;3;6/22/2020;43
1050;HL1023;3;7;6/22/2020;33
1051;HL1023;2;12;6/24/2020;705
1052;HL1002;3;9;6/24/2020;651
1053;HL1020;2;3;6/24/2020;736
1054;HL1007;1;8;6/28/2020;736
1055;HL1008;1;1;6/28/2020;261
1056;HL1009;1;12;07/01/2020;820
1057;HL1010;2;14;07/01/2020;26
1058;HL1001;2;14;07/02/2020;581
1059;HL1005;1;3;07/02/2020;380
1060;HL1020;1;7;07/02/2020;177
1061;HL1019;2;13;07/03/2020;77
1062;HL1003;2;13;07/03/2020;447
1063;HL1017;1;9;07/03/2020;277
1064;HL1007;1;17;07/05/2020;37
1065;HL1016;2;10;07/05/2020;474
1066;HL1004;2;3;07/05/2020;164
1067;HL1001;3;1;07/07/2020;630
1068;HL1003;2;2;07/07/2020;785
1069;HL1015;1;7;07/08/2020;462
1070;HL1016;1;8;07/08/2020;397
1071;HL1023;2;1;07/09/2020;797
1072;HL1009;3;16;07/10/2020;314
1073;HL1006;3;8;07/11/2020;150
1074;HL1024;3;11;7/13/2020;780
1075;HL1005;1;16;7/13/2020;157
1076;HL1018;1;12;7/13/2020;636
1077;HL1006;1;2;7/14/2020;701
1078;HL1015;1;15;7/14/2020;496
1079;HL1010;3;5;7/15/2020;817
1080;HL1022;2;11;7/18/2020;169
1081;HL1018;3;6;7/18/2020;45
1082;HL1002;1;1;7/18/2020;310
1083;HL1018;1;7;7/18/2020;369
1084;HL1009;1;16;7/18/2020;696
1085;HL1021;1;3;7/19/2020;114
1086;HL1015;2;8;7/19/2020;257
1087;HL1018;3;7;7/19/2020;224
1088;HL1021;1;10;7/19/2020;36
1089;HL1006;3;11;7/20/2020;444
1090;HL1005;1;15;7/21/2020;237
1091;HL1015;3;10;7/22/2020;315
1092;HL1001;3;8;7/23/2020;187
1093;HL1003;2;5;7/23/2020;513
1094;HL1011;3;16;7/25/2020;139
1095;HL1016;1;2;7/25/2020;527
1096;HL1003;2;16;7/26/2020;703
1097;HL1002;2;12;7/26/2020;786
1098;HL1024;2;11;7/28/2020;251
1099;HL1007;1;11;7/30/2020;139
1100;HL1013;2;8;7/30/2020;370
1101;HL1005;3;13;7/31/2020;254
1102;HL1018;2;8;08/01/2020;393
1103;HL1016;3;10;08/04/2020;263
1104;HL1021;3;16;08/05/2020;163
1105;HL1017;1;16;08/06/2020;692
1106;HL1023;1;17;08/06/2020;398
1107;HL1024;1;7;08/07/2020;626
1108;HL1022;1;9;08/07/2020;781
1109;HL1021;2;12;08/09/2020;822
1110;HL1003;1;1;08/09/2020;444
1111;HL1002;2;3;08/10/2020;141
1112;HL1010;2;6;08/10/2020;587
1113;HL1015;3;11;08/10/2020;621
1114;HL1023;1;9;08/10/2020;24
1115;HL1002;2;3;08/12/2020;306
1116;HL1024;1;16;8/13/2020;737
1117;HL1019;1;10;8/14/2020;807
1118;HL1001;3;17;8/14/2020;420
1119;HL1019;1;12;8/15/2020;25
1120;HL1014;1;3;8/16/2020;251
1121;HL1008;2;17;8/18/2020;682
1122;HL1014;3;4;8/18/2020;214
1123;HL1006;2;11;8/20/2020;396
1124;HL1023;3;15;8/21/2020;682
1125;HL1004;3;12;8/21/2020;521
1126;HL1018;3;13;8/21/2020;469
1127;HL1014;3;8;8/21/2020;36
1128;HL1008;2;10;8/21/2020;3
1129;HL1013;1;12;8/24/2020;563
1130;HL1008;2;9;8/25/2020;521
1131;HL1005;1;1;8/25/2020;553
1132;HL1003;1;5;8/26/2020;752
1133;HL1002;2;12;8/26/2020;128
1134;HL1005;3;5;8/27/2020;187
1135;HL1011;3;3;8/27/2020;729
1136;HL1003;3;8;8/28/2020;321
1137;HL1015;3;11;8/28/2020;111
1138;HL1010;3;17;8/29/2020;226
1139;HL1023;2;15;8/29/2020;431
1140;HL1015;1;13;8/30/2020;100
1141;HL1010;2;4;09/05/2020;114
1142;HL1006;2;1;09/05/2020;269
1143;HL1008;3;12;09/06/2020;470
1144;HL1014;1;17;09/07/2020;162
1145;HL1005;3;16;09/07/2020;327
1146;HL1001;3;12;09/07/2020;520
1147;HL1005;1;1;09/09/2020;699
1148;HL1013;1;13;09/09/2020;776
1149;HL1007;2;4;09/09/2020;220
1150;HL1004;1;13;09/12/2020;601
1151;HL1007;1;10;9/14/2020;378
1152;HL1022;3;11;9/14/2020;184
1153;HL1007;3;7;9/15/2020;206
1154;HL1010;1;2;9/15/2020;509
1155;HL1024;3;17;9/16/2020;285
1156;HL1023;3;11;9/17/2020;162
1157;HL1014;3;10;9/17/2020;562
1158;HL1005;3;9;9/19/2020;627
1159;HL1007;1;6;9/19/2020;86
1160;HL1014;3;12;9/20/2020;269
1161;HL1003;2;4;9/21/2020;633
1162;HL1015;1;7;9/21/2020;796
1163;HL1018;2;2;9/21/2020;81
1164;HL1004;2;17;9/22/2020;238
1165;HL1011;3;11;9/24/2020;748
1166;HL1012;1;12;9/25/2020;602
1167;HL1011;3;1;9/27/2020;725
1168;HL1002;3;17;9/28/2020;816
1169;HL1022;3;2;9/28/2020;805
1170;HL1009;2;1;9/30/2020;129
1171;HL1013;3;12;10/01/2020;156
1172;HL1019;2;2;10/02/2020;84
1173;HL1020;1;4;10/02/2020;385
1174;HL1019;3;6;10/05/2020;502
1175;HL1004;2;4;10/05/2020;542
1176;HL1020;1;4;10/06/2020;781
1177;HL1006;1;12;10/06/2020;731
1178;HL1011;3;12;10/08/2020;167
1179;HL1017;1;1;10/08/2020;579
1180;HL1001;3;15;10/08/2020;393
1181;HL1024;1;10;10/08/2020;254
1182;HL1012;1;8;10/09/2020;151
1183;HL1008;2;8;10/10/2020;114
1184;HL1010;1;9;10/10/2020;584
1185;HL1020;3;12;10/10/2020;265
1186;HL1002;2;11;10/11/2020;164
1187;HL1010;3;3;10/11/2020;737
1188;HL1011;2;3;10/11/2020;510
1189;HL1023;2;3;10/11/2020;812
1190;HL1020;2;4;10/11/2020;539
1191;HL1007;2;9;10/12/2020;131
1192;HL1021;3;7;10/12/2020;728
1193;HL1011;2;7;10/12/2020;380
1194;HL1020;1;16;10/13/2020;565
1195;HL1015;2;14;10/13/2020;723
1196;HL1002;1;8;10/14/2020;429
1197;HL1008;1;7;10/14/2020;566
1198;HL1014;2;5;10/16/2020;320
1199;HL1005;1;11;10/16/2020;93
1200;HL1012;1;10;10/17/2020;544
1201;HL1019;2;2;10/17/2020;761
1202;HL1023;2;3;10/18/2020;818
1203;HL1011;3;14;10/18/2020;59
1204;HL1001;3;2;10/18/2020;503
1205;HL1015;2;14;10/18/2020;761
1206;HL1009;2;1;10/19/2020;187
1207;HL1005;3;5;10/20/2020;653
1208;HL1014;3;13;10/21/2020;780
1209;HL1008;3;4;10/22/2020;558
1210;HL1017;3;6;10/22/2020;718
1211;HL1010;3;6;10/22/2020;528
1212;HL1011;1;10;10/23/2020;476
1213;HL1009;1;7;10/24/2020;683
1214;HL1011;3;6;10/25/2020;588
1215;HL1016;3;14;10/25/2020;822
1216;HL1016;2;5;10/25/2020;725
1217;HL1019;2;17;10/25/2020;502
1218;HL1012;1;3;10/27/2020;619
1219;HL1019;2;1;10/27/2020;116
1220;HL1023;2;9;10/28/2020;111
1221;HL1005;3;14;10/28/2020;34
1222;HL1018;1;9;10/28/2020;196
1223;HL1013;1;9;10/28/2020;12
1224;HL1024;2;13;10/29/2020;639
1225;HL1022;2;11;11/01/2020;376
1226;HL1009;3;2;11/02/2020;510
1227;HL1010;3;14;11/03/2020;54
1228;HL1024;1;1;11/03/2020;539
1229;HL1014;1;2;11/04/2020;228
1230;HL1010;3;4;11/04/2020;410
1231;HL1012;1;14;11/06/2020;388
1232;HL1003;3;4;11/06/2020;759
1233;HL1024;3;11;11/07/2020;809
1234;HL1009;1;14;11/07/2020;783
1235;HL1013;1;16;11/07/2020;288
1236;HL1024;3;4;11/07/2020;286
1237;HL1008;3;13;11/09/2020;499
1238;HL1024;1;13;11/09/2020;774
1239;HL1003;3;15;11/11/2020;538
1240;HL1009;1;11;11/12/2020;333
1241;HL1021;1;11;11/14/2020;91
1242;HL1007;1;4;11/15/2020;451
1243;HL1006;2;17;11/15/2020;107
1244;HL1006;1;1;11/16/2020;247
1245;HL1020;1;13;11/16/2020;580
1246;HL1002;2;10;11/18/2020;106
1247;HL1016;3;1;11/19/2020;735
1248;HL1007;2;2;11/20/2020;461
1249;HL1024;2;8;11/22/2020;406
1250;HL1021;1;11;11/23/2020;159
1251;HL1007;3;13;11/26/2020;322
1252;HL1005;3;12;11/27/2020;217
1253;HL1016;2;2;11/29/2020;220
1254;HL1014;3;8;11/29/2020;509
1255;HL1009;3;10;11/29/2020;636
1256;HL1015;2;7;11/30/2020;182
1257;HL1016;2;7;12/01/2020;434
1258;HL1003;1;9;12/03/2020;700
1259;HL1005;1;12;12/03/2020;188
1260;HL1022;3;3;12/06/2020;107
1261;HL1020;3;11;12/06/2020;203
1262;HL1015;2;5;12/08/2020;283
1263;HL1012;1;10;12/08/2020;519
1264;HL1003;1;8;12/09/2020;413
1265;HL1019;1;5;12/09/2020;714
1266;HL1024;3;12;12/10/2020;124
1267;HL1001;2;4;12/11/2020;206
1268;HL1006;3;16;12/13/2020;255
1269;HL1012;1;15;12/15/2020;748
1270;HL1003;3;8;12/17/2020;588
1271;HL1023;2;12;12/17/2020;637
1272;HL1010;1;16;12/17/2020;463
1273;HL1015;2;14;12/17/2020;305
1274;HL1021;3;12;12/18/2020;276
1275;HL1007;2;8;12/18/2020;409
1276;HL1024;2;2;12/18/2020;265
1277;HL1001;1;12;12/18/2020;419
1278;HL1014;3;3;12/19/2020;542
1279;HL1020;3;2;12/19/2020;601
1280;HL1016;2;13;12/20/2020;66
1281;HL1019;2;13;12/20/2020;331
1282;HL1017;3;3;12/21/2020;30
1283;HL1001;1;10;12/21/2020;480
1284;HL1003;3;15;12/21/2020;755
1285;HL1023;1;12;12/21/2020;29
1286;HL1015;1;7;12/22/2020;425
1287;HL1018;3;12;12/23/2020;66
1288;HL1003;3;12;12/23/2020;176
1289;HL1008;1;7;12/23/2020;822
1290;HL1003;1;11;12/24/2020;165
1291;HL1016;3;14;12/25/2020;692
1292;HL1013;2;6;12/26/2020;476
1293;HL1008;2;9;12/26/2020;304
1294;HL1002;1;15;12/27/2020;387
1295;HL1012;2;7;12/28/2020;277
1296;HL1016;3;11;12/29/2020;106
1297;HL1011;1;13;12/29/2020;241
1298;HL1005;1;16;12/29/2020;200
1299;HL1006;1;15;12/29/2020;390
